id,DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOR_PRESSURE,PRECIPITATION,ET0,RADIATION
1978,20100601,17.1,10.5,13.8,1.2,12.43,5.5,02.04,10285
1979,20100602,20.2,10.7,15.5,2.3,12.48,0,3.2,16271
1980,20100603,22.3,9.5,15.9,3.9,12.26,0,4.8,27076
1981,20100604,26.5,11.3,18.9,2.4,14.68,0,5.41,29382
1982,20100605,29.3,13.7,21.5,1.1,15.58,0,5.24,28138
1983,20100606,25.2,14.9,20.1,2.1,17.13,7.7,3.58,16093
1984,20100607,22.4,11.5,17,1.6,14.33,0,3.94,22487
1985,20100608,18,12.5,15.2,1.7,16.43,11.7,1.88,10220
1986,20100609,20.4,14.4,17.4,1.2,17.58,4.3,2.24,11177
1987,20100610,23.7,15.5,19.6,2.1,17.98,12,2.68,10917
1988,20100611,25.5,12.7,19.1,2,15.88,1.8,4.38,22662
1989,20100612,21.6,13.5,17.6,1.8,16.01,1.8,2.97,15248
1990,20100613,21.4,13,17.2,1.2,14.85,.4,2.99,15746
1991,20100614,21.1,12.3,16.7,1.4,14.55,3.7,2.71,13547
1992,20100615,20.5,13.1,16.8,3.8,14.83,.1,03.08,14140
1993,20100616,17.1,13.1,15.1,2.5,14.05,12.1,2.34,11843
1994,20100617,16.8,12.8,14.8,1.5,14.85,1.9,2.24,12259
1995,20100618,20.2,12.5,16.4,1.7,14.83,.2,2.45,11584
1996,20100619,16.4,11.6,14,3.1,11.03,.4,2.91,13135
1997,20100620,14,7,10.5,3.9,9.93,.3,2.62,14963
1998,20100621,16.9,7.9,12.4,3.3,10.33,0,3.19,17717
1999,20100622,20.4,8.2,14.3,2.5,10.63,0,4.37,25904
2000,20100623,23.6,9.5,16.6,2.5,11.53,0,5.22,29660
2001,20100624,26.2,11.2,18.7,1.9,13.18,0,5.29,28849
2002,20100625,27.6,13.4,20.5,1.8,14.73,0,5.1,25613
2003,20100626,29.1,14.1,21.6,1.8,15.28,0,5.7,29030
2004,20100627,30,15.8,22.9,1.7,16.53,0,5.68,27876
2005,20100628,30.3,16.5,23.4,1.9,16.08,0,5.61,26056
2006,20100629,28.9,17.7,23.3,1.8,17.63,4.4,4.76,21209
2007,20100630,29.6,15.8,22.7,2,13.88,0,06.06,29310
2008,20100701,31.7,16,23.8,1.7,15.43,0,06.02,28351
2009,20100702,33.6,17.1,25.4,1.4,18.38,0,06.09,28669
2010,20100703,28.8,18.5,23.7,2,20.23,0,4.58,20273
2011,20100704,28.1,18.4,23.2,2.3,16.43,0,5.12,22052
2012,20100705,27.9,13.9,20.9,2.2,13.78,0,05.02,22099
2013,20100706,25.7,14.2,19.9,2.3,11.73,0,5.69,28905
2014,20100707,29.1,12.8,21,2,12.08,0,5.88,29478
2015,20100708,33.3,14.7,24,1.9,13.83,.2,6.42,29247
2016,20100709,34,17.8,25.9,1.8,18.43,.6,05.04,19270
2017,20100710,30.7,19.6,25.1,1.9,21.08,2.3,4.77,20110
2018,20100711,32.5,17.7,25.1,1.1,20.41,0,5.42,26287
2019,20100712,25.3,18.5,21.9,1.6,20.28,3.6,3.31,15463
2020,20100713,27.6,16.5,22,1.6,18.23,0,4.1,18950
2021,20100714,31.2,16.9,24.1,3.6,17.68,3.2,5.6,19515
2022,20100715,25.3,15.3,20.3,3.1,13.93,0,5.3,24524
2023,20100716,29.7,13,21.4,2.9,14.93,1.3,5.8,25750
2024,20100717,22.7,15.1,18.9,2.7,13.18,0,04.09,17469
2025,20100718,26.1,11.6,18.8,3,10.63,0,5.82,28771
2026,20100719,30.2,13.8,22,2.5,11.93,0,6.2,28654
2027,20100720,32.2,15.1,23.7,1.4,14.18,0,5.77,28138
2028,20100721,23.3,17.2,20.2,2.2,17.43,11.3,03.02,11968
2029,20100722,19.5,16,17.8,1.7,16.73,3.6,2.15,9547
2030,20100723,20.6,13.4,17,1.6,14.38,1.3,3.19,17155
2031,20100724,22.2,11.3,16.8,2,12.93,0,3.49,17639
2032,20100725,21.7,11.6,16.7,.9,13.93,.1,2.5,12670
2033,20100726,22.8,12.1,17.5,1.4,15.88,.4,2.53,11961
2034,20100727,23.5,14.8,19.2,1.5,16.68,1.2,2.88,13293
2035,20100728,26,14.2,20.1,2,16.78,.7,3.28,14104
2036,20100729,21.3,14.5,17.9,2.5,13.78,.2,3.17,13465
2037,20100730,24.7,11.7,18.2,1.3,12.33,0,04.01,21559
2038,20100731,27.8,12.6,20.2,1.8,12.93,.1,4.93,24380
2039,20100801,27.8,15.6,21.7,1.9,16.53,3.2,3.82,15978
2040,20100802,24.1,15.7,19.9,1.8,16.23,.4,3.36,16367
2041,20100803,23.2,13.6,18.4,1.6,14.18,.1,3.21,15731
2042,20100804,22.6,11.8,17.2,2.4,14.43,2.8,2.71,10572
2043,20100805,21.2,12.9,17.1,3,12.88,.5,3.43,15418
2044,20100806,23,10.9,16.9,1.2,10.68,0,3.61,19930
2045,20100807,26.5,10,18.3,1.7,12.93,0,4.38,23145
2046,20100808,24.7,15.3,20,1.6,14.63,0,3.73,18187
2047,20100809,27.1,11.7,19.4,1.3,13.03,0,04.07,21888
2048,20100810,26.8,12.5,19.7,1.8,14.48,0,3.82,17535
2049,20100811,22.5,16.7,19.6,2.1,16.63,4.6,2.54,9951
2050,20100812,22.4,14.4,18.4,2,14.48,0,3.5,17770
2051,20100813,22.8,12.5,17.6,1.8,12.33,0,3.17,14639
2052,20100814,23,12.7,17.9,2.1,13.23,2.4,3.34,15961
2053,20100815,16.5,13.6,15,3.3,14.58,29.7,02.03,9346
2054,20100816,15.5,12.1,13.8,3.4,14.88,8.1,1.48,8155
2055,20100817,20.5,11.7,16.1,2.3,14.68,.4,2.33,10736
2056,20100818,21,14,17.5,2.6,15.38,.2,2.57,11284
2057,20100819,25.2,11,18.1,1.5,14.98,0,3.67,20928
2058,20100820,29.2,15,22.1,1.8,17.93,0,4.35,21564
2059,20100821,31.3,16.1,23.7,1.4,19.23,0,4.69,23692
2060,20100822,27.2,17.3,22.2,2,19.98,2.4,3.25,14413
2061,20100823,23.3,17.9,20.6,2.9,19.93,9.7,2.25,8006
2062,20100824,21.1,15.3,18.2,2.5,14.48,0,2.93,12689
2063,20100825,23.6,9.7,16.7,1.8,13.83,0,03.04,16183
2064,20100826,29.9,14.9,22.4,1.9,18.78,1.6,3.85,17708
2065,20100827,24.6,17.8,21.2,4,18.93,10.6,3.18,11272
2066,20100828,19.8,13.2,16.5,2.5,12.48,0,03.03,14983
2067,20100829,19.7,9.3,14.5,2.8,11.13,.1,2.95,14415
2068,20100830,17.5,8.5,13,3.4,10.78,.1,2.74,14559
2069,20100831,19.1,8.2,13.6,2.7,10.98,0,03.03,18285
2070,20100901,22.2,7.8,15,3.2,10.38,0,3.9,22137
2071,20100902,23,9.6,16.3,2,12.18,0,3.46,20357
2072,20100903,24.4,10.8,17.6,2.1,12.98,0,3.78,21819
2073,20100904,24,10.7,17.4,1.8,13.23,0,3.28,18532
2074,20100905,24,11.4,17.7,2.1,12.68,0,3.61,20335
2075,20100906,22.5,12.9,17.7,1.5,15.13,8.4,2.11,9393
2076,20100907,17.6,15.1,16.3,2.1,17.33,12.1,1.4,6834
2077,20100908,15.9,13.2,14.6,4.4,14.13,4.6,1.85,7975
2078,20100909,19.5,10.4,15,1.8,13.88,1,2.18,12968
2079,20100910,21.7,8.6,15.1,1.3,12.88,0,2.61,16954
2080,20100911,24.8,9.8,17.3,1.7,13.33,0,3.25,19545
2081,20100912,22.7,11.4,17.1,2.4,14.68,3.3,2.77,14192
2082,20100913,19.6,9,14.3,2.3,12.03,0,2.51,15533
2083,20100914,21.4,9.5,15.5,2.4,12.43,0,2.74,14749
2084,20100915,15.1,10.1,12.6,2.9,13.33,1.8,1.36,7419
2085,20100916,16.4,8.1,12.2,1.9,11.58,0,1.7,9910
2086,20100917,18.6,6.5,12.6,1.5,10.98,0,1.95,12062
2087,20100918,16.9,5.4,11.2,2.1,8.73,0,2.52,17867
2088,20100919,19,4,11.5,1.9,8.63,0,2.66,18587
2089,20100920,22,4.9,13.5,1.1,10.18,0,2.52,18442
2090,20100921,24.3,6.7,15.5,1.2,11.93,.1,2.53,17018
2091,20100922,25.8,9.3,17.6,1.3,13.18,0,2.75,16519
2092,20100923,25.8,10.8,18.3,2.4,14.48,19.1,2.89,13233
2093,20100924,16.7,13.4,15.1,2.4,14.08,17.6,1.5,6343
2094,20100925,13.7,10.1,11.9,3.1,11.03,.7,1.54,6428
2095,20100926,13.6,6,9.8,2.8,9.18,4.5,1.64,8010
2096,20100927,11.1,6.9,9,2,9.93,.4,01.06,5516
2097,20100928,15.6,4.5,10.1,.8,11.03,.1,1.13,7735
2098,20100929,15.4,10.9,13.1,.7,13.53,.1,1,5384
2099,20100930,14.4,10.7,12.6,1.6,13.33,.7,01.02,5368
2100,20101001,17.9,6,11.9,2.1,11.68,.6,1.63,10264
2101,20101002,22.9,11.8,17.4,2.6,13.33,0,2.45,9862
2102,20101003,24.3,13.4,18.8,4.2,13.53,0,3.46,13230
2103,20101004,19,14.1,16.5,2.1,14.58,13.4,1.59,6217
2104,20101005,15.8,11.9,13.9,2.8,14.48,0,01.09,5331
2105,20101006,22.5,10.5,16.5,1.8,14.18,0,2.12,13510
2106,20101007,23.9,10.5,17.2,.7,14.73,0,1.75,13562
2107,20101008,24.2,10.6,17.4,1.1,15.08,0,1.91,13619
2108,20101009,24.4,11.1,17.8,1.1,15.38,0,1.89,13762
2109,20101010,19.3,12,15.7,2.8,13.33,0,2,11820
2110,20101011,16.9,7.1,12,3,09.08,.1,2.12,13442
2111,20101012,17.2,5.7,11.5,3,8.93,0,2.12,13671
2112,20101013,14.7,3.7,9.2,2.9,8.43,0,1.76,13306
2113,20101014,13,2.4,7.7,2,8.78,.1,1.14,9161
2114,20101015,10.3,3.4,6.8,2.2,8.53,2.1,.93,4983
2115,20101016,11.6,7,9.3,2,9.68,3,1,4912
2116,20101017,7.7,5.3,6.5,3.9,8.28,0,.99,4505
2117,20101018,7.8,5.4,6.6,2.8,7.53,0,1.12,4526
2118,20101019,10,.3,5.2,3.4,9.38,5.3,.46,4338
2119,20101020,10.7,6.4,8.6,2.5,7.93,.5,1.29,7149
2120,20101021,9.8,-1.3,4.3,1.2,5.98,0,.94,12096
2121,20101022,9.4,-2.4,3.5,.8,6.53,0,.67,6393
2122,20101023,14,.1,7,3.3,8.38,5.1,1.26,7233
2123,20101024,10.9,5.8,8.4,1.7,9.35,1,.84,5952
2124,20101025,9.1,2.2,5.6,4.8,6.83,0,1.34,7732
2125,20101026,11.3,.3,5.8,3,6.28,0,1.33,11487
2126,20101027,13.9,1.9,7.9,1.6,6.98,.4,1.14,6768
2127,20101028,12.5,2.2,7.4,1.1,8.63,0,.74,5430
2128,20101029,18.5,2.2,10.3,2.7,8.58,0,1.69,8462
2129,20101030,13.7,9.3,11.5,2.9,10.68,9.8,1.16,4696
2130,20101031,14.7,8.4,11.6,1.7,11.78,3,.78,5011
2131,20101101,14.4,9.3,11.8,2.6,11.43,0,1.12,3411
2132,20101102,14.6,6.7,10.6,2.6,10.78,.2,1,6056
2133,20101103,14.7,9.6,12.2,3.3,13.03,1,.83,3536
2134,20101104,16.1,12.3,14.2,3,14.88,.3,.83,3374
2135,20101105,15.7,12.5,14.1,2.5,12.98,0,01.09,4089
2136,20101106,13.7,11,12.3,3.2,12.33,10.4,.96,3169
2137,20101107,9.3,7.8,8.6,2.6,9.58,3.7,.78,3303
2138,20101108,6.4,2,4.2,5,7.93,7.3,.52,3434
2139,20101109,10.4,5.1,7.8,4,9.33,2.5,.81,3487
2140,20101110,8.8,6.3,7.5,2.4,8.83,1.4,.73,3267
2141,20101111,9.1,-.2,4.4,5.7,8.78,9.6,.35,3573
2142,20101112,14.5,8.1,11.3,6,13.03,3.1,.68,2941
2143,20101113,16.7,12.5,14.6,5,12.48,0,1.73,3273
2144,20101114,17.4,8.6,13,3.7,11.48,9.7,1.4,5178
2145,20101115,8.8,6.4,7.6,1.7,9.48,4.6,.51,2920
2146,20101116,7.6,3.4,5.5,2.4,7.98,0,.6,4269
2147,20101117,6.9,3.4,5.2,1.5,7.48,.3,.53,4154
2148,20101118,9.4,2.8,6.1,1.8,8.73,1.4,.48,2936
2149,20101119,10.1,4.4,7.3,1.7,8.73,.3,.57,3540
2150,20101120,8.7,2.3,5.5,1.8,8.23,1.5,.42,3114
2151,20101121,7,4.9,6,2.6,08.08,.6,.62,2896
2152,20101122,3.6,3,3.3,1.7,7.23,.4,.39,2546
2153,20101123,3.8,2.3,3,2.1,6.78,0,.47,2515
2154,20101124,6.2,2.7,4.4,2.6,07.03,3.1,.6,3190
2155,20101125,3.2,1.1,2.2,3.3,6.63,7.2,.41,2457
2156,20101126,1.4,-2,-.3,2.5,5.28,.3,.42,2700
2157,20101127,0,-4.5,-2.2,1.1,05.03,.8,.19,3530
2158,20101128,.9,-3.7,-1.4,1.6,5.58,2.3,.13,3702
2159,20101129,.6,-1.4,-.4,2.3,5.33,.2,.4,2503
2160,20101130,-2.4,-5.8,-4.1,2.6,4.38,0,.24,2627
2161,20101201,-1.6,-4.1,-2.9,2.5,4.63,0,.29,2307
2162,20101202,-.6,-3.7,-2.2,2.3,4.33,2,.36,3780
2163,20101203,-2,-5.1,-3.5,1.4,4.68,.4,.21,2266
2164,20101204,-.6,-4.5,-2.6,3,04.08,0,.36,5293
2165,20101205,2.7,-4.3,-.8,2.7,5.43,14.1,.37,2229
2166,20101206,2.1,.7,1.4,2,7.18,15.6,.13,2212
2167,20101207,5.9,1.7,3.8,1.7,8.83,10.8,.13,2196
2168,20101208,7.4,3.5,5.5,2.9,8.33,12.5,.56,2210
2169,20101209,1.6,-2.1,-.3,1.9,5.48,.1,.3,2750
2170,20101210,2,-3.2,-.6,1.7,5.98,0,.2,2155
2171,20101211,4.2,.3,2.3,1.7,6.93,.1,.28,2144
2172,20101212,5.1,1.9,3.5,2,6.88,.1,.38,2997
2173,20101213,.7,-.5,.1,3,4.63,.1,.5,4919
2174,20101214,-.9,-7.2,-4,3.2,04.03,.2,.37,2393
2175,20101215,-1.3,-5.9,-3.6,2.8,4.18,1.2,.31,2799
2176,20101216,-1.6,-6.2,-3.9,4.1,05.03,5.9,.05,2103
2177,20101217,.1,-2.3,-1.1,3.8,4.78,.7,.47,3021
2178,20101218,-1.1,-8.3,-4.7,5,4.43,4.3,.19,2177
2179,20101219,6.4,-1.6,2.4,6.1,6.18,5.6,.77,3530
2180,20101220,6.2,1.1,3.6,3.8,7.88,6.4,.31,2091
2181,20101221,6.2,3.7,4.9,1.9,8.38,12.9,.31,2090
2182,20101222,5.8,4.2,5,1.6,8.73,27,.25,2091
2183,20101223,5.8,4,4.9,2.3,7.88,11,.5,2176
2184,20101224,-.9,-1.1,-1,3.2,5.19,2.1,.41,1410
2185,20101225,-3.2,-4,-3.6,4.8,3.8,.2,.51,1152
2186,20101226,-2,-11.1,-6.5,1.8,3.38,0,.11,5000
2187,20101227,-1.9,-5,-3.4,2,3.83,.3,.39,2140
2188,20101228,.9,-7.8,-3.4,1.8,5.28,1.7,.13,2119
2189,20101229,4.7,.7,2.7,1.1,7.38,.2,.23,2374
2190,20101230,4.9,1.5,3.2,2.4,7.38,.1,.33,2137
2191,20101231,1.7,1.3,1.5,2.7,6.58,0,.28,2148
2192,20110101,-.7,-1.2,-1,1.4,5.73,.1,.2,2160
2193,20110102,2.4,-1.3,.5,3.1,5.63,0,.46,2315
2194,20110103,.6,-3.9,-1.7,2.1,4.78,0,.3,4473
2195,20110104,-2.8,-4.4,-3.6,1.5,4.48,0,.24,1829
2196,20110105,2.1,-5.2,-1.5,3.1,5.63,1.7,.2,2839
2197,20110106,10.4,1.9,6.2,6.7,9.98,7.2,.24,2236
2198,20110107,12.4,8.4,10.4,4,11.68,7.5,.63,2312
2199,20110108,13.5,8.8,11.2,4.3,10.58,4.9,1.15,2968
2200,20110109,8.8,8.6,8.7,3.3,8.88,6.6,.9,2294
2201,20110110,3.6,-1.6,1,2.1,6.23,0,.25,4157
2202,20110111,7.6,-.2,3.7,3.9,7.88,4,.4,2659
2203,20110112,7,3.8,5.4,4.2,8.93,1.8,.33,2363
2204,20110113,11.6,6.7,9.2,4.1,11.48,.4,.43,2387
2205,20110114,12.2,8,10.1,2.9,10.13,.4,.88,2474
2206,20110115,12.8,6.1,9.4,2.4,8.83,.1,.71,6366
2207,20110116,8.2,-.2,4,1.9,7.18,0,.53,4889
2208,20110117,8.1,-.3,3.9,1.9,7.48,.1,.5,3138
2209,20110118,8.8,2.4,5.6,2.3,8.28,.5,.54,2654
2210,20110119,5.2,.7,2.9,3.1,5.98,0,.67,5131
2211,20110120,3.4,-1.5,1,3.6,5.63,0,.59,3453
2212,20110121,1.5,-2.5,-.5,4.9,4.43,0,.75,6748
2213,20110122,.5,-4.2,-1.8,4.1,4.23,0,.69,3991
2214,20110123,1.7,-6.1,-2.2,2.9,4.48,0,.47,6029
2215,20110124,3,-1.7,.7,1.3,6.38,.2,.3,2731
2216,20110125,6.4,.9,3.6,2.5,6.48,.4,.63,4990
2217,20110126,3.5,1,2.3,2.9,6.88,1.2,.39,2841
2218,20110127,4.1,.3,2.2,3.5,6.18,0,.61,3152
2219,20110128,2.7,-.8,.9,3,5.13,0,.72,3264
2220,20110129,2.2,-3.8,-.8,3.5,4.58,0,.62,7560
2221,20110130,-2.2,-4.8,-3.5,2.2,4.13,0,.41,2970
2222,20110131,-2.5,-7.1,-4.8,1.2,4.18,0,.28,3013
2223,20110201,-1.7,-3.2,-2.5,1.2,4.23,.1,.42,3057
2224,20110202,.9,-4.3,-1.7,1.9,05.03,0,.39,3101
2225,20110203,3.3,-.9,1.2,2.4,6.98,1.5,.27,3147
2226,20110204,8.2,1.8,5,3.6,8.43,.1,.52,3744
2227,20110205,11.4,6.9,9.1,3.7,8.23,0,1.37,5274
2228,20110206,6.9,.8,3.8,1.7,7.13,0,.71,4646
2229,20110207,11,-.6,5.2,2.2,6.28,0,1.16,7989
2230,20110208,7.3,-2.3,2.5,1.4,7.38,0,.45,6206
2231,20110209,5.5,2,3.8,1.9,7.58,0,.48,4232
2232,20110210,9.8,0,4.9,2,7.18,0,.86,4681
2233,20110211,13.1,.9,7,2,7.13,0,1.21,8342
2234,20110212,9.9,-1.1,4.4,1.8,7.38,.3,.79,5779
2235,20110213,10.3,.8,5.6,1.9,7.58,.1,.89,5946
2236,20110214,7.2,2.2,4.7,2,7.93,1.7,.63,3705
2237,20110215,9.1,1.6,5.4,2.8,7.83,.3,.83,4569
2238,20110216,12.5,.1,6.3,1.8,7.33,0,01.05,10122
2239,20110217,6.2,-.5,2.9,2.1,6.93,0,.6,6117
2240,20110218,5.5,1.9,3.7,1.3,6.58,0,.67,4382
2241,20110219,6.5,.6,3.6,1.8,6.88,2.3,.69,3987
2242,20110220,6.6,3.9,5.2,1.9,7.93,1.5,.68,4046
2243,20110221,9.4,3,6.2,1.8,7.93,.9,.86,5900
2244,20110222,3.7,1.9,2.8,2.8,6.43,0,.71,4250
2245,20110223,4.1,-4.2,0,1.9,5.43,1.5,.65,5932
2246,20110224,7.7,1.5,4.6,2.2,8.88,1.2,.48,4285
2247,20110225,10.9,6.1,8.5,1.8,9.68,.2,.86,4569
2248,20110226,8.9,4.2,6.6,3.2,09.08,6.5,.75,4452
2249,20110227,7.9,4,6,3.3,7.38,1,1.13,5684
2250,20110228,6.5,-.6,3,3.8,6.43,0,1,7048
2251,20110301,9.9,2.7,6.3,4.6,6.83,0,1.7,9408
2252,20110302,9.9,-.1,4.9,4.8,4.78,0,2.23,13539
2253,20110303,6.8,-1.9,2.5,3.6,4.33,0,1.67,13018
2254,20110304,10.3,-2.3,4,2.4,5.33,0,1.53,12920
2255,20110305,12,-1.5,5.3,2.7,5.88,0,1.77,14194
2256,20110306,9.1,-1.4,3.8,3.8,5.18,0,1.81,14100
2257,20110307,10.5,-2.4,4,3.1,4.43,0,1.99,15007
2258,20110308,15,-1.8,6.6,4.7,5.83,0,2.59,14957
2259,20110309,14.4,2.2,8.3,3,6.73,0,2.16,13533
2260,20110310,11.5,3.2,7.3,2.6,7.28,.1,1.48,7250
2261,20110311,13.2,4.3,8.8,2.1,6.88,0,1.77,9577
2262,20110312,13.9,.6,7.2,3.3,7.98,6.2,1.67,8414
2263,20110313,10.1,6.4,8.3,2.7,10.28,6.2,.89,5378
2264,20110314,16.7,5.3,11,1.8,10.23,.3,1.75,12095
2265,20110315,19.1,7.7,13.4,3,9.38,0,2.6,13294
2266,20110316,13.6,6.7,10.1,2.4,9.48,1,1.48,7020
2267,20110317,8,7.1,7.5,3,09.03,0,01.07,5645
2268,20110318,11.3,5,8.2,2.4,8.93,5.3,1.24,6606
2269,20110319,8.3,7.1,7.7,3.6,8.93,.2,1.19,5991
2270,20110320,11.7,.1,5.9,3.8,5.63,0,2.44,17145
2271,20110321,13.3,-1.6,5.9,2.7,5.15,0,2.33,16181
2272,20110322,15.2,-2.1,6.5,1.8,5.58,0,2.27,17527
2273,20110323,17.6,-.5,8.6,2,6.55,0,2.51,17814
2274,20110324,20.1,1.3,10.7,1.6,7.62,0,2.6,18226
2275,20110325,20.5,1.7,11.1,2.1,6.65,0,03.04,18534
2276,20110326,18,3.9,10.9,1.9,8.95,3.2,2.21,13730
2277,20110327,16.9,7,12,1.8,11.12,2.5,1.8,11355
2278,20110328,15.9,7.8,11.8,1.9,10.78,1.7,1.77,10431
2279,20110329,17,1.6,9.3,1.5,9.78,1.6,1.87,13480
2280,20110330,14.2,7.7,10.9,3.2,10.78,2.4,1.66,9361
2281,20110331,14.8,8.4,11.6,3.5,12.45,2.6,1.45,8913
2282,20110401,19.1,11,15,2,12.68,0,2.46,14417
2283,20110402,24.9,6.8,15.8,3,12.03,0,3.64,17772
2284,20110403,15.6,10.6,13.1,2.2,12.48,6.7,1.73,8169
2285,20110404,15.1,6.6,10.9,2,9.88,.3,02.09,13500
2286,20110405,17.2,2.9,10.1,1.6,9.13,0,2.36,16692
2287,20110406,23.1,4.7,13.9,.9,10.88,0,2.91,20464
2288,20110407,24.5,6.6,15.6,1.3,11.82,0,3.25,20742
2289,20110408,20.1,6.3,13.2,1.6,10.68,0,03.04,20882
2290,20110409,22.8,5.1,14,2,10.75,0,3.42,21670
2291,20110410,23.6,6.1,14.9,2.4,11.02,0,3.33,19640
2292,20110411,21.7,7,14.4,2.8,12.68,0,2.88,15529
2293,20110412,12.5,8.3,10.4,3.7,8.42,0,2.52,13486
2294,20110413,13,-1.7,5.7,1,6.25,0,02.06,17218
2295,20110414,14,3.8,8.9,1.9,6.88,0,2.28,13652
2296,20110415,14.6,1.9,8.2,2.2,6.35,0,2.77,19295
2297,20110416,16.3,-.4,8,1.6,6.65,0,2.91,22674
2298,20110417,18.4,1.2,9.8,1.6,7.32,0,3.11,22216
2299,20110418,21.2,2.5,11.8,1.6,8.22,0,3.29,21338
2300,20110419,22.6,4.2,13.4,1.6,8.52,0,3.66,23233
2301,20110420,23.5,5.7,14.6,1.7,8.65,0,3.78,21680
2302,20110421,23.1,6.5,14.8,2.2,8.48,0,04.03,21648
2303,20110422,23.9,7.5,15.7,1.3,9.52,0,3.64,21527
2304,20110423,23.8,8,15.9,1.6,11.22,3.2,3.51,19944
2305,20110424,22.1,10.6,16.3,1.6,12.83,.1,3.14,17439
2306,20110425,23.5,9.1,16.3,2.5,11.38,0,3.97,20531
2307,20110426,20.1,5.8,12.9,3.1,9.25,0,04.06,23954
2308,20110427,17.7,4.8,11.3,1.6,10.85,2.6,2.7,18367
2309,20110428,13.8,7.5,10.7,1.6,10.95,1.8,1.8,11543
2310,20110429,17.5,8.1,12.8,1,11.52,.4,2.38,14972
2311,20110430,21,5.5,13.3,1.1,10.75,0,3.34,22534
2312,20110501,22.3,5.8,14.1,1.6,10.93,0,3.64,23209
2313,20110502,22.2,9,15.6,2.2,11.7,3.7,3.46,18062
2314,20110503,17.4,7.1,12.3,2.6,9.88,0,3.26,20521
2315,20110504,18,1.9,10,1.5,7.15,0,3.54,25199
2316,20110505,21.9,.6,11.2,1.2,6.88,0,3.8,26806
2317,20110506,25,4.5,14.7,2.8,8.92,0,4.78,23620
2318,20110507,25.5,12,18.8,4,9.58,0,5.61,21038
2319,20110508,26.1,12.6,19.4,2,10.38,0,4.49,20483
2320,20110509,25.8,9.9,17.9,1.3,13.38,0,4.12,23122
2321,20110510,26.9,11.4,19.1,1.5,14.85,0,04.09,21413
2322,20110511,23.9,13.2,18.5,1.3,15.78,11.9,3.38,17916
2323,20110512,20.2,12.2,16.2,1.9,12.58,.6,3.25,17278
2324,20110513,21.1,3.4,12.3,.8,9.42,0,3.83,26867
2325,20110514,15.9,5.1,10.5,1.9,10.12,2.8,2.52,16405
2326,20110515,16.1,3.2,9.7,2.5,8.82,.8,2.94,19252
2327,20110516,19.4,4.3,11.9,1.7,9.65,0,3.59,23640
2328,20110517,22.6,5.9,14.3,1.3,10.98,0,04.09,25975
2329,20110518,25.7,6.7,16.2,.9,11.35,0,4.22,25566
2330,20110519,23.8,10.6,17.2,1.7,13.65,.4,3.7,19755
2331,20110520,26.3,9.4,17.9,1.9,13.92,.8,4.56,24591
2332,20110521,25.7,8.4,17.1,1.2,13.78,.9,4.4,25976
2333,20110522,24,11.9,18,2.5,13.62,.1,4.29,21946
2334,20110523,25.8,8.5,17.2,1.2,11.72,0,4.61,26998
2335,20110524,20.1,8.7,14.4,2.3,11.02,0,3.78,21013
2336,20110525,25.8,3.8,14.8,1.5,9.28,0,4.91,29341
2337,20110526,20.4,9.2,14.8,3.2,10.58,.1,04.04,20173
2338,20110527,15.9,7.9,11.9,2.4,9.65,.6,2.78,15267
2339,20110528,20,3.3,11.7,1.7,9.28,0,3.85,25422
2340,20110529,25.9,6.1,16,1.4,9.78,0,4.92,28849
2341,20110530,29.2,8.6,18.9,2.6,12.25,8.7,5.68,26399
2342,20110531,14.8,13.4,14.1,3,12.32,2.6,1.89,6197
2343,20110601,17.7,6.5,12.1,3.7,9.45,0,3.58,20549
2344,20110602,22.9,9.9,16.4,3.3,11.45,0,4.59,23472
2345,20110603,24.8,12,18.4,2.3,13.28,0,4.31,21304
2346,20110604,27.7,12.9,20.3,1.7,16.35,2.2,4.38,22224
2347,20110605,25,12.9,18.9,1.6,16.12,1.1,3.97,20657
2348,20110606,22,11.8,16.9,1.9,15.92,5.5,2.88,15033
2349,20110607,23.5,12,17.7,2.2,16.25,9.1,3.53,18374
2350,20110608,16.5,11.1,13.8,2.4,10.98,.2,2.6,12068
2351,20110609,19.3,6.8,13,1.7,10.08,0,3.62,21603
2352,20110610,18.2,9.3,13.7,1.6,11.82,2.4,2.76,15568
2353,20110611,18.7,8.2,13.5,2.2,10.22,.1,3.75,21988
2354,20110612,22,4,13,1.4,9.68,1.3,04.05,25144
2355,20110613,23,12.1,17.5,1.8,14.45,.7,3.24,15343
2356,20110614,23.2,12.7,17.9,1.9,15.15,.1,3.16,14611
2357,20110615,25.9,12.6,19.2,2,14.08,.1,4.67,23472
2358,20110616,20.3,13.1,16.7,2.5,14.68,0,2.86,13618
2359,20110617,21.9,9.2,15.6,3.1,13.22,.3,3.64,18239
2360,20110618,18.7,11.5,15.1,4.9,11.48,1.6,3.71,15656
2361,20110619,19,10.3,14.6,3.6,10.52,.1,3.58,15324
2362,20110620,22.7,13,17.8,2.8,14.12,.4,3.42,13719
2363,20110621,27.9,13.8,20.8,2.6,15.88,.1,4.94,22213
2364,20110622,21.7,15.9,18.8,3.1,15.13,10.3,3.47,13988
2365,20110623,19.2,10.1,14.7,2.6,11.68,.2,3.3,17023
2366,20110624,20.6,7.1,13.8,2.1,9.7,0,04.05,22949
